titles,category
investigating weak solutions for a singular and degenerate semilinear parabolic equation with a nonlinear integral condition,수학
results of conformable fractional weighted neutral integro differential equations,수학
kf and h infinity filter design for ipmsm with d o b,수학
on the optimal control policy of a fractional order biological model,수학
on the multiset representable graphs,수학
generalized stability of a general cubic functional equation,수학
numerical geometry of a bezier surface,수학
a notion of equivalence for sturm liouville operators,수학
on the multiplicity of non constant positive solutions to certain semi linear elliptic equations,수학
homotopy groups and cohomotopy groups on c n,수학
timelike general rotational surfaces in minkowski   space with density,수학
decorated sheaves and morphisms in tilted hearts,수학
representation numbers by quadratic forms of certain levels,수학
on  n  strongly   mathcal e   gorenstein injective and flat modules,수학
results on uniqueness of   mathscr l   function concerning differential polynomials,수학
pseudo almost automorphic solutions of infinite class in the   alpha  norm under the light of measure theory,수학
a comprehensive generalization of classical fibonacci sequences  binet formula and identities,수학
pair mean cordial labeling of certain ladder graphs,수학
a study the sine tangent fibonacci   polynomials and cosine tangent fibonacci polynomials,수학
sum of picture fuzzy ideals of   gamma  near rings,수학
  alpha  f convex contraction mappings in  lowercase b  metric spaces and uniqueness in fixed point theorems,수학
enhancing machine learning model efficiency through modified lda feature reduction for disease diagnosis,수학
from theory to practice  the application of wavelet transform in real time engineering processes,수학
new subclasses of bi univalent functions with respect to the  q  symmetric points defined by bernoulli polynomials,수학
cangul stress index for graphs,수학
boundedness of some sublinear operators on mixed herz spaces,수학
square elements in galois rings and mds self dual codes,수학
the h infinity estimator design for ipmsm with disturbance observer,수학
applying the puarl mathematical model  psychological insights for restricting gaming and internet addiction,수학
left and right coresiduated lattices,수학
innovation fixed point of comparison and weakly contractive function,수학
generalized continued fraction algorithm for the index   sublattice,수학
generalized ricci solitons on    dimensional contact metric manifolds,수학
stability on positive almost periodic high order hopfield neural networks,수학
padovan and lucas padovan quaternions,수학
riemann stieltjes integrals and their representing measures,수학
a generalization of conducive domains,수학
integers not of the form    n p   alpha  q   beta  ,수학
partitions weighted by the number of two types of parts,수학
the proportion of monogenic orders of prime power indices of a pure cubic field,수학
infinitely many solutions for a fractional  p  kirchhoff type equation on the heisenberg group,수학
on the characteristic jacobi operator of the unit tangent sphere bundles over surfaces,수학
proper classes generated by isosimple modules,수학
idempotents in   pi  regular rings  right ai rings  ni rings and generalized regular rings,수학
cyclic and constacyclic codes over   mathbb z      w mathbb z      ,수학
screen isotropic leaves and simons  formula for null hypersurfaces,수학
some double series for   pi  and their  q  analogues,수학
on powers of some classes of monomial ideals,수학
on convergence rate in the weak law of large numbers for fgm random sequences,수학
finite sum of weighted differentiation composition operators from the fractional cauchy spaces to the zygmund type space,수학
rational homology balls in milnor fibers of cyclic quotient surface singularities,수학
some classes of composition operators on orlicz spaces,수학
regularity properties of higher order maximal commutators with lipschitz symbols,수학
associated primes and nilpotent associated primes of skew inverse laurent series rings,수학
on the unresolved conjecture for the algebraic transfers over the binary field,수학
complex symmetry of toeplitz operators and composition operators,수학
 l p  boundedness of the cauchy leray fantappi  e integral on certain class of weakly pseudoconvex domains in   mathbb c    ,수학
microstructure of the silk fibroin based hydrogel scaffolds derived from the orb web spider trichonephila clavata,자연과학일반
noise reduction of electron holography observations for a thin foiled nd fe b specimen using the wavelet hidden markov model,자연과학일반
production of multilayer graphene using molten sn ni alloy as catalyst in a bubble column,자연과학일반
effect of asphaltene content in petroleum residues on carbon layer properties and the electrochemical performance of siox as an anode in lithium ion batteries,자연과학일반
determination of the antibacterial activity of various metal doped carbon quantum dots,자연과학일반
koh etching catalyzed microwave pyrolysis of waste tires to prepare porous graphene,자연과학일반
preparation of silicon carbide supported nickel catalyst with enhanced catalytic activity for ammonia decomposition,자연과학일반
revolutionizing the sensing properties of green carbon dots for monitoring carbon dioxide and carbon monoxide at room temperature,자연과학일반
graphitic carbon nitride film deposited with nitrogen doped carbon nanoparticles as electrode for high performance supercapacitors,자연과학일반
effect of nh  addition on the preparation of nitrogen doped carbon nanomaterials by flame synthesis method,자연과학일반
influence of microcrystalline structure on compressive failure of carbon fiber,자연과학일반
investigating structural disparities in carbon nanoribbons and nanobelts through spectroscopies,자연과학일반
plasma engineered fese  encapsulated carbon composites with enhanced kinetics for high performance lithium and sodium ion batteries,자연과학일반
electrochemical and physical adsorption properties of activated carbon with ultrahigh specific surface area using     dimethyl quinacridone      dmqa ,자연과학일반
clearing techniques for deeper imaging of plants and plant microbe interactions,자연과학일반
a simple and rapid preparation of smooth muscle myosin   for the electron microscopic analysis,자연과학일반
changes of synaptic vesicles in three dimensional synapse models by treatment with umbelliferone in scopolamine induced hippocampal injury model,자연과학일반
n   p co doped hierarchically porous carbon fiber derived from bamboo pulp as efficient carbocatalyst for reduction of   nitrophenol,자연과학일반
optimization of the tio  content and location in core shell tubular carbon nanofibers to improve the photocatalytic activity under visible light irradiation,자연과학일반
carbon nanomaterials  a promising avenue in colorectal cancer treatment,자연과학일반
research progress of carbon nanotubes as anode materials for lithium ion batteries  a mini review,자연과학일반
a study on molecular weight controlled conducting polymer based binder for high performance lithium ion battery anodes,자연과학일반
graphdiyne coordinated como mof formed s scheme heterojunction boosting photocatalytic hydrogen production,자연과학일반
ester based electrolytes for graphite solid electrolyte interface layer stabilization and low temperature performance in lithium ion batteries,자연과학일반
effect of cu   hydrazine complex formation on hybrid decontamination reactions for magnetite  nickel ferrite  and chromite,자연과학일반
preparation of whisker carbon nanotube composite paper by vacuum filtration method and its electrical heating performance,자연과학일반
advanced modeling of conductivity in graphene polymer nanocomposites  insights into interface and tunneling characteristics,자연과학일반
chemical dissolution of oxide layer on carbon steel sa     gr b based oxalic acid,자연과학일반
electrochemical surface modification of carbon  a highly active metal free electrocatalyst for hydrogen evolution reaction,자연과학일반
the effect of heteroatoms and temperature ramping rate on pyrolysis of coal tar pitch for high value of   resin,자연과학일반
effects of macrostructure of carbon support in preparation of c six c anode materials for lithium ion batteries via silane decomposition,자연과학일반
effects of supercritical co  treatment on the pore structure and h  adsorptivity of single walled carbon nanohorns,자연과학일반
au loaded alkali metal modified crystalline carbon nitride for photocatalytic nitrogen fixation,자연과학일반
simultaneous electrochemical detection of ascorbic acid  dopamine and uric acid using au decorated carbon nanofibers modified screen printed electrode,자연과학일반
a bifunctional nanocomposite of hybrid quaternary nanocomposite as electrodes for an integrated pt free dssc powered supercapacitor photosupercapacitor,자연과학일반
coal derived fluorescent carbon quantum dots for sensitive and selective detection of cu   and fe  ,자연과학일반
modulating the thermophysical properties of diamond sic composites via controlling the diamond graphitization,자연과학일반
process study of ceramic membrane treatment for water treatment residuals from lake and reservoir water purification plants in severe cold regions,자연과학일반
deposition of polyaniline nanofibers on activated carbon textile for high performance pseudocapacitors,자연과학일반
erratum   a study on the development of c dots via green chemistry  a state of the art review,자연과학일반
erratum   revealing the effect of graphite source on the properties of synthesized graphene oxide,자연과학일반
국립중앙박물관 금동여래입상 구     의 제작기술,자연과학일반
박물관 자료 관리 활용을 위한 디지털 아카이브 데이터 구조 개선방안 연구,자연과학일반
다중분광이미징 기술을 활용한 전통 고지도의 비가시 상태 진단 및 글자 판독  동국팔도지도,자연과학일반
오브제와 결합된 비디오 조각 뉴미디어 작품의 재질 분석 및 보존처리   백남준 하이웨이 해커,자연과학일반
조선 후기 불랑기     의 구조와 제작기법,자연과학일반
대구 달성 문산리 고분군 출토 행엽의 제작기법 연구,자연과학일반
예산 대련사 괘불궤의 재질 분석 및 보존처리,자연과학일반
박물관의 전시 조명 기준 설정 연구   분광분포 스펙트럼을 중심으로,자연과학일반
친수성 곁가지를 함유한 콘텍트렌즈의 제조와 물리적 특성 연구,자연과학일반
친수성 곁가지를 함유한 콘텍트렌즈의 제조와 물리적 특성 연구,자연과학일반
맨몸 스쿼트 시 운동 속도에 따라 cop와 근전도에 미치는 영향,자연과학일반
수중운동이 경도인지장애 여성노인의 베타 아밀로이드 및인지기능에 미치는 영향,자연과학일반
피부 건강 개선을 위한 기능성 화장품 소재로서 derma genie  dlp   의 생리 활성 평가,자연과학일반
다알리아 dahlia pinnata cav   꽃차의 침출 조건 및 제다 방법에 따른 항산화 활성 및 생리활성 물질 함유량 비교,자연과학일반
장년기 여성의 웰다잉프로그램이 자아통합감  웰다잉 인식 및 태도  주관적 안녕감에 미치는 효과,자연과학일반
직장인의 의복구매 의사결정이 자기효능감과 조직몰입에미치는 영향,자연과학일반
골프 커뮤니티 시설의 서비스스케이프가 긍정적 감정반응과이용 만족에 미치는 영향,자연과학일반
파일럿 플랜트 반응기에서 생산된 페플라스틱 열분해유의활용을 위한 분획별 특성분석 연구,자연과학일반
내장 지방조직의 혈관신생 조절에 대한 hesperidin과 quercetin의 영향,자연과학일반
크로스핏 crossfit  참가자의 참여기간에 따른 부상 관련 연구 동향분석,자연과학일반
산화그래핀을 이용한 crude oil water 에멀젼의 상분리에 대한 연구,자연과학일반
당근씨 오일이 손상모발에 미치는 영향,자연과학일반
텍스트 결속과 강조 현상을 통한 화장품 광고의 감성 소구 유형 분석,자연과학일반
골프 참여자의 과시적 여가소비와 스트레스 해소  자아존중감 및 심리적 웰빙의 구조적 관계,자연과학일반
천연추출 복합물을 함유한 세정용 화장품의 임상적 소취효능,자연과학일반
골프 앱 어포던스 특성이 이용자 몰입감과 e지속사용의도에 미치는 영향  중국 소비자 대상으로 ,자연과학일반
mediating effect of career adaptability between growth mindset and career preparation behavior in nursing students,자연과학일반
경주시 왕신천 및 칠평천의 관속식물상,자연과학일반
음식물류폐기물 혼합 가축분 펠렛 퇴비가토양 화학성 및 배추 brassica rapa l   수량에 미치는 영향,자연과학일반
효율적인 치유농장 운영의 성공 요인 분석  경상남도를 중심으로,자연과학일반
가리왕산 천연활엽수림 주요 수종의 탄소저장량 비교,자연과학일반
산림치유지도사 양성현황과 교육과정 개선에 관한 연구,자연과학일반
수량화이론을 통한 신죽의 밀도 및 재적생장에 영향을 미치는 환경인자,자연과학일반
쌀소득보전직불제가 농가소득 변동성에 미친 영향,자연과학일반
the complete mitochondrial genome of matsucoccus thunbergianae  hemiptera  margarodidae ,자연과학일반
iucn s application of cluster analysis to usage classification areas in korean protected areas  based on gangwon province,자연과학일반
a meta analysis of horticultural therapy programs for older adults with dementia,자연과학일반
possibility of integrated planning for parks  greenbelts and street space in south korea,자연과학일반
does regular nature exposure benefit environmentally engaged students  effects of botanical garden walks on psychological and behavioral outcomes,자연과학일반
a study on health diagnosis of zelkova serrata  thunb   makino using hyperspectral technique,자연과학일반
an analysis of psychophysiological responses in the prefrontal cortex depending on the use of universal tools and traditional methods during agricultural activities by individuals with physical disabilities using mobility aids,자연과학일반
enhancing exercise outcomes through cognitive stimulation  a review,자연과학일반
effects of processed red clay and microbial fertilizer containing lactobacillus fermentum on cucumber  cucumis sativus l   growth and soil properties,자연과학일반
군위군 지역에 재배가 적합한 국내육성 사과품종의 선발,자연과학일반
서어나무  갈참나무  졸참나무  스트로브잣나무 조림지의낙엽 낙지에 의한 탄소 유입량,자연과학일반
a new simple method for photometric determination of h o ,자연과학일반
quantitative analysis of caffeoylquinic acid derivatives in methanolic extract of ainsliaea acerifolia leaves using hplc dad,자연과학일반
괭생이 모자반 바이오차를 활용한 수용액 내 중금속 흡착 효과,자연과학일반
도장처리에 따른 국내산 침엽수 및 활엽수의 치수안정성,자연과학일반
multi stakeholder governance toward mitigating marine plastic waste in hoi an coastal city  vietnam,자연과학일반
development of an optimized accident prediction model for construction safety using big data analysis,자연과학일반
an analysis of visitor behaviors and satisfaction in urban forests  focused on major forests in incheon,자연과학일반
predicting changes in potential habitats of an endemic plant species under ssp scenarios  a case study of eranthis byunsanensis,자연과학일반
the complex nature of ecotourist experience and its relationship with pro environmental behavior in a national park,자연과학일반
근적외선 차단렌즈의 광학적 성능과 개발 방향에 관한 고찰,자연과학일반
일개 대학 안경광학과 학생의 지각된 스트레스와 주관적 건강상태  안구건조 및 구강건조 증상의 관련성,자연과학일반
입체시 검사의 신뢰도와 호환성,자연과학일반
소아 청소년 근시 진행 관리를 위한 dims 및 halt 렌즈의 효능에 관한 연구,자연과학일반
hmd head mount display 를 이용한 가상현실 기반의 사위검사법 개발,자연과학일반
    disubstituted pyrrolo     b pyridine analogs as sgk  inhibitors,통계학
pt m  c m la  sc  y  gd  electrocatalysts for oxygen reduction reaction,통계학
impact of mental health factors on quality of life during bereavement among families of the deceased  an analysis based on the           korea health panel survey data,통계학
asymptotic estimates for fractional diffusion equation with caputo fabrizio derivative,통계학
a comparison of testing methods in non inferiority clinical trials,통계학
local quantile ensemble for machine learning methods,통계학
charlier series approximation for nonhomogenious poisson processes,통계학
comparative study between fisher rao framework and dynamic time warping,통계학
feature extraction from electrocardiogram data based on mathematical modeling,통계학
adaptive least squares approximation for noisy mr image interpolation,통계학
estimation of length biased exponential distribution based on progressive hybrid censoring,통계학
comparison of the performance of various kernels for the survival prediction model,통계학
optimal stock investment strategy using prediction models,통계학
분위 회귀모형을 이용한 전문대 졸업자의 일자리 만족도 분석,통계학
의미적 이미지 분할에 대한 인공신경망 모형 비교 연구,통계학
온라인 의류 쇼핑몰에서의 리뷰 유용성 예측,통계학
영과잉 의료이용 자료에 대한 기계학습 방법 비교,통계학
sequence to text 기법을 활용한 언어 모형의 소개 및 분류 성능 비교,통계학
기후변화에 따른 생태계 교란 식물 가시상추와 미국쑥부쟁이 잠재 분포 예측,통계학
har garch x 모형을 활용한 비트코인 변동성 분석,통계학
sparse additive matrix autoregressive model,통계학
an investigation on sparse partial least squares algorithms for compositional data,통계학
objective bayesian analysis using reparameterization for type ii hybrid censored rayleigh data,통계학
matrix valued heterogeneous autoregressive modeling,통계학
hierarchical bayesian approach to skew normal distribution with random effects,통계학
이진분류 성능 평가를 위한 벌점정확도와 이징모형,통계학
bertopic을 활용한 언론기사와 아파트 실거래가격지수의 관계분석,통계학
결합된 제  종 점진적 복합 중도절단에서 하프삼각분포의 모수 추정,통계학
ridge regression splines with knot selection via   ell    penalty,통계학
다중 시계열을 이용한 장기 예측 transformer 모델,통계학
한국어 텍스트 분류 분석을 위한 데이터 증강 방법,통계학
hiss  자기 지도 보조 작업을 결합한 계층적 다중 작업 학습,통계학
스켈레톤 데이터에 기반한 동작 분류  고전적인 머신러닝과 딥러닝 모델 성능 비교,통계학
빅데이터 환경에서 다중 슬롯머신 문제에 대한 톰슨 샘플링 방법,통계학
투영 조합을 통한 빅데이터 앙상블 모형,통계학
심층신경망으로 가는 통계 여행  첫 번째 여행  회귀모형에서 심층신경망으로,통계학
심층신경망으로 가는 통계 여행  두 번째 여행  rnn의 구조와 이미지 분류,통계학
심층신경망으로 가는 통계 여행  세 번째 여행  언어모형과 트랜스포머,통계학
불균형 데이터의 분류 성능 향상을 위한 일반화된 불균형 비율 gir  기반의 과소 표집 canonical forest  gc forest ,통계학
스트리밍 서비스 사용이 iptv 시청에 미치는 인과적 영향 분석,통계학
joint modeling of multi scale stock price using hierarchical hidden markov models,통계학
학습기에 따른 부스팅 성능 비교,통계학
dea와 sfa 모형을 이용한 한국 프로야구의 비용효율성 분석,통계학
투자심리와 주식 유동성 간의 관계,통계학
대학생의 디지털 리터러시 변화에 대한 종단연구  잠재성장모형을 적용하여,통계학
스크린 골프 이용자의 수준별 경기력 비교 분석 및 스코어 예측,통계학
자율주행 자동화 수준과 도로형태에 따른 이차과제 수행과 상황인식 차이,통계학
법적 판단에서의 증거평가 차원  다차원 척도법 및 펴기의 적용,통계학
문자중계와 몬테카를로 시뮬레이션 기반 배구 경기 승패 예측에 관한 연구,통계학
대학 재학생들의 중도탈락 패턴 분석 및 이탈 예측  h 대학교를 중심으로,통계학
히스토그램 자료를 위한 성긴 k 평균 군집분석에 관한 연구,통계학
자율주행 차량 사고 원인 분석을 통한 안전성 제고 방안,통계학
머신러닝 분류 모형을 이용한 netflix 콘텐츠 시청 시간 예측,통계학
의사결정나무 분석에 대한 국내 연구 동향 탐색,통계학
빅데이터를 활용한 소셜미디어 기후변화 회의론 네트워크와 인플루언서 메시지 구조 분석  사회연결망 분석과 의미연결망 분석의 적용,통계학
동태적 관점에서 본 환경정책과 생산성의 관계  제조업을 중심으로,통계학
주식시장 수익률과 개인 투자자의 매매 성향,통계학
축제 방문 동기에 따른 축제방문객 시장세분화 연구  설악문화제 중심으로,통계학
시니어 창업의 내 외적 동기가 창업의지와 창업행동에 미치는 영향,통계학
신규간호사의 임상수행능력에 영향을 미치는 요인,통계학
국내 간호대학생의 임상수행능력 관련 변인에 대한 체계적 문헌고찰 및 메타분석,통계학
온라인 수업을 경험한 간호대학생의 학습몰입과 문제해결능력이 학업성취도에 미치는 영향,통계학
자원 희소성 resource scarcity 이 자기 효능감에 미치는 영향  지각된 통제감의 매개효과,통계학
댓글분석을 활용한 사이코패스 인식  웹크롤링과 lda를 중심으로,통계학
finding an nare whose minimal nonnegative solution represents first passage quantities in the two dimensional brownian motion,통계학
double data piling  a high dimensional solution for asymptotically perfect multi category classification,통계학
penalized empirical likelihood for longitudinal expectile regression with growing dimensional data,통계학
enhancing social media post popularity prediction with visual content,통계학
classical and bayesian inferences of stress strength reliability model based on record data,통계학
aerosol optical depth prediction based on dimension reduction methods,통계학
option pricing and profitability  a comprehensive examination of machine learning  black scholes  and monte carlo method,통계학
asymptotic results of error density estimator in nonlinear autoregressive models,통계학
jackknife model averaging for linear regression models with missing responses,통계학
two sample test of stochastic block models via the maximum sampling entry wise deviation,통계학
nonparametric tests for combined location scale and lehmann alternatives using adaptive approach and max type metric,통계학
construction of trend free optimal block designs under some correlation structures,통계학
linear hypothesis testing in ultra high dimensional generalized linear mixed models,통계학
multiple values inflated bivariate inar time series of counts  featuring zero one inflated poisson lindly case,통계학
the alignment between contextual and model generalization  an application with pisa     ,통계학
segmentation of binary sequence via minimizing least square error with total variation regularization,통계학
a garch midas approach to modelling stock returns,통계학
an approach based on clustering for detecting differentially expressed genes in microarray data analysis,통계학
functional hierarchical clustering using shape distance,통계학
nonparametric logistic regression based on sparse triangulation over a compact domain,통계학
implementation of the sequential optimal design strategy in type ii progressive censoring with the glm based mechanism,통계학
계층적 베이지안 웨이블릿 모형을 이용한 기온 예측,통계학
기업의 신용등급 예측   기계학습 모델을 활용한 해석,통계학
covid    시기 경상북도 권역별 산업 활동 변화  통행속도 데이터 기반 종단 연구,통계학
sec 프로세스를 통한 이종 산업 간 데이터 결합 문제 해결,통계학
대전광역시 공공자전거 이용량 수요 예측모형 연구,통계학
일반화된 점진적 복합 중도절단에서 하프로지스틱 분포의 추정,통계학
prediction of a software reliability model considering the finiteness of software faults,통계학
pisa      학생의 디지털 기기 활용 자율성 예측변수 선택 후 통계적 추론  모의실험 기반 실증연구,통계학
대칭적 반사 정렬을 통한 평면상의 형태 데이터 분석 연구,통계학
resampling based methods for the error control of variable selection in high dimensional genomic data,통계학
hierarchical bayesian modeling of atlantic storms based on the sea surface temperature field,통계학
student school fit for children with disabilities  the mediating role of independent participation from parents  perspectives,통계학
  세 이상 고령자의 노후대책 충분성 연구,통계학
머신러닝을 활용한 실용적인 대학생 중도탈락 예측 시스템 개발,통계학
단어선택과 smote 알고리즘을 이용한 불균형 텍스트 데이터의 소수 범주 예측성능 향상 기법,통계학
effect of media type and number of dry days on the performance of packed bed wetland,기타자연과학
fucoidan ameliorates tnf  induced insulin resistance by inhibiting socs   jnk activation and i b  degradation in  t  l  adipocytes,기타자연과학
영주호 수질개선을 위한 효과적인 댐 운영계획 적용방안에 관한 연구,기타자연과학
test bed 규모의 하이브리드형 인공 습지의 오염저감도 평가,기타자연과학
기상학적 가뭄에서 수문학적 가뭄으로의 인과 기반 가뭄 전파 분석,기타자연과학
한반도 주요 낙엽활엽수림인 신갈나무군락의 구조적 특성 및 천이 예측,기타자연과학
남강유역에서의 시설재배지가 본류 수질에 미치는 영향분석,기타자연과학
도시공원과 도로변 녹지의 식물체 탄소량 비교 및 순일차생산량과 기후요인인 기온과 강수량과의 관계,기타자연과학
세종시 토지이용에 따른 탄소흡수능력 변화 및 마을습지 기능평가,기타자연과학
복원 초기 우포늪 산밖벌의 생태적 특성 및 관리방안 연구,기타자연과학
인간 전립선 암세포에서 dna 손상  세포주기 교란  세포 사멸 유도 및 침윤성 억제를 통한 베툴린산의 항암 활성,기타자연과학
모자반과 모자반 유산균 발효물의 비타민 k 분석 및 항산화와 항염 효능,기타자연과학
비식생 갯벌 표층에서 탄소 저장률 산정 및 영향인자 분석   함평만과 순천만,기타자연과학
항생제 오염관리를 위한 인공습지의 연구동향  계량서지학 분석 및 종합검토,기타자연과학
vhi의 모니터링 성능 개선 및 기상학적 요인 변화에 따른 식생 반응의 정량적 평가,기타자연과학
기후변화 대응과 관련된 습지 활용사례 및 정책 개선방향,기타자연과학
동진강 일대 생태계교란 식물 양미역취 solidago altissima 의 고밀도 군락 내 중장비를 활용한 제거 효과,기타자연과학
금강수계 유기물질 분포 및 거동 특성 연구,기타자연과학
점봉산 산지 수계의 저서성 대형무척추동물 분포 특성 및 강우가 군집에 미치는 영향 연구,기타자연과학
고흥군 산지습지에서의 탄소 저장 및 플럭스의 계절 공간적 변화 연구,기타자연과학
섬유여재 여과장치에 의한 건설사업장 흙탕물 처리에 관한 연구,기타자연과학
